[0.10755819733165595, 52.21099577761569]
[0.1257543032893409, 52.21281020658273]
[0.1359252398906392, 52.213309818944765]
[0.10597032967257292, 52.20636733337227]
[0.11064810219414767, 52.20752448964299]
[0.11790079537115616, 52.20889199910957]
[0.12832922402049007, 52.20786637095554]
[0.1374701923435282, 52.20918127456463]
[0.14558119244316003, 52.21033835756063]
[0.1543788380114961, 52.21344129497348] 
[0.1348523563839592, 52.20584134329653]
[0.1487140125720714, 52.206761821859914]
[0.10524076893736378, 52.20145148638474]
[0.1073007054600339, 52.202687675323745]
[0.11970323994509613, 52.20450244359586]
[0.14553827717469403, 52.20384492742036]
[0.12579721887522055, 52.200972377759115]
[0.13111872156000004, 52.20247159734791]
[0.15489382228204818, 52.2017877490762]
[0.10703086861963129, 52.20045484646917]
[0.11668682107264772, 52.19766665712484]
[0.13089180001676937, 52.19903446998069]
[0.13758659371757176, 52.199849876847935]
[0.1521778107892544, 52.1993764166246]
[0.15715599072200348, 52.19979727041172]
[0.10019138751292189, 52.19754715969299]
[0.10800198016477225, 52.1966001851269]
[0.12508228717140923, 52.19833628975351]
[0.1430921631196327, 52.19799433511224]
[0.1487999039025567, 52.19823107321963]
